match_id,season,team1,team2,winner,player_of_match,venue,total_runs,wickets
493,2021,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Ravindra Jadeja,Mohali,228,3
494,2018,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Kolkata,142,4
495,2020,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Rohit Sharma,Ahmedabad,156,8
496,2020,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,KL Rahul,Delhi,120,2
497,2023,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Ravindra Jadeja,Kolkata,122,8
498,2022,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Hardik Pandya,Chennai,148,8
499,2021,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Shubman Gill,Lucknow,133,10
500,2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Andre Russell,Mohali,149,6
501,2023,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Jos Buttler,Ahmedabad,187,5
502,2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Virat Kohli,Mohali,132,2
503,2022,Mumbai Indians,Gujarat Titans,Mumbai Indians,Rishabh Pant,Chennai,190,9
504,2018,Rajasthan Royals,Punjab Kings,Punjab Kings,Rishabh Pant,Delhi,197,10
505,2021,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Rohit Sharma,Ahmedabad,142,9
506,2023,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,MS Dhoni,Jaipur,216,5
507,2023,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Ravindra Jadeja,Delhi,173,10
508,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Hardik Pandya,Hyderabad,214,7
509,2020,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Shubman Gill,Ahmedabad,167,5
510,2019,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,KL Rahul,Jaipur,184,8
511,2022,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Virat Kohli,Kolkata,148,8
512,2020,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Rohit Sharma,Kolkata,141,8
513,2020,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Virat Kohli,Mohali,236,9
514,2018,Delhi Capitals,Punjab Kings,Punjab Kings,Jos Buttler,Mumbai,166,6
515,2019,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,KL Rahul,Ahmedabad,229,5
516,2020,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Hyderabad,203,5
517,2021,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,Lucknow,137,5
518,2020,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,KL Rahul,Ahmedabad,189,9
519,2021,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Shubman Gill,Mumbai,169,7
520,2020,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Andre Russell,Kolkata,140,10
521,2018,Gujarat Titans,Delhi Capitals,Gujarat Titans,Jos Buttler,Bangalore,215,10
522,2022,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Ravindra Jadeja,Hyderabad,140,9
523,2021,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Andre Russell,Delhi,185,3
524,2020,Delhi Capitals,Punjab Kings,Delhi Capitals,Rohit Sharma,Kolkata,184,10
525,2022,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Hardik Pandya,Kolkata,130,5
526,2021,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Ahmedabad,195,2
527,2023,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Hardik Pandya,Bangalore,189,3
528,2020,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Hardik Pandya,Chennai,166,10
529,2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,MS Dhoni,Jaipur,189,6
530,2021,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Ravindra Jadeja,Ahmedabad,228,7
531,2020,Delhi Capitals,Mumbai Indians,Mumbai Indians,Rohit Sharma,Mumbai,190,7
532,2019,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Andre Russell,Hyderabad,225,8
533,2018,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rohit Sharma,Hyderabad,213,9
534,2020,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Ravindra Jadeja,Lucknow,172,10
535,2021,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Jos Buttler,Kolkata,180,8
536,2022,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Rishabh Pant,Lucknow,195,3
537,2019,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Rishabh Pant,Chennai,220,10
538,2018,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,Virat Kohli,Ahmedabad,148,5
539,2022,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,Jos Buttler,Chennai,138,6
540,2023,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,Lucknow,214,6
541,2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,KL Rahul,Mumbai,218,5
542,2021,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Shubman Gill,Bangalore,151,9
543,2018,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Jos Buttler,Jaipur,134,5
544,2019,Rajasthan Royals,Mumbai Indians,Mumbai Indians,MS Dhoni,Delhi,129,7
545,2022,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Andre Russell,Delhi,174,2
546,2021,Gujarat Titans,Mumbai Indians,Gujarat Titans,KL Rahul,Bangalore,220,10
547,2019,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,MS Dhoni,Chennai,199,3
548,2020,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Virat Kohli,Hyderabad,191,10
549,2020,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Hardik Pandya,Ahmedabad,186,2
550,2018,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Rohit Sharma,Jaipur,158,6
551,2018,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Andre Russell,Bangalore,177,6
552,2021,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,KL Rahul,Delhi,134,8
553,2023,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,Ravindra Jadeja,Kolkata,185,9
554,2022,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Rohit Sharma,Mumbai,194,2
555,2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Jos Buttler,Lucknow,239,6
556,2023,Chennai Super Kings,Punjab Kings,Punjab Kings,Ravindra Jadeja,Mohali,223,4
557,2022,Gujarat Titans,Mumbai Indians,Gujarat Titans,KL Rahul,Mohali,226,9
558,2022,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,KL Rahul,Mumbai,180,9
559,2018,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Jos Buttler,Bangalore,126,10
560,2021,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,Ravindra Jadeja,Mumbai,174,2
561,2022,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Ravindra Jadeja,Delhi,197,5
562,2019,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,Rohit Sharma,Ahmedabad,174,7
563,2022,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,MS Dhoni,Ahmedabad,163,3
564,2020,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Rishabh Pant,Lucknow,204,2
565,2020,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Delhi,232,9
566,2018,Lucknow Super Giants,Punjab Kings,Punjab Kings,Jos Buttler,Bangalore,207,10
567,2022,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Rishabh Pant,Kolkata,206,7
568,2023,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,MS Dhoni,Jaipur,153,6
569,2020,Delhi Capitals,Punjab Kings,Punjab Kings,KL Rahul,Mumbai,208,7
570,2021,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,KL Rahul,Kolkata,183,4
571,2018,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Ravindra Jadeja,Delhi,224,6
572,2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Rohit Sharma,Mumbai,225,5
573,2022,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Mumbai,191,2
574,2019,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,KL Rahul,Jaipur,171,5
575,2022,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,MS Dhoni,Jaipur,125,2
576,2022,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Ravindra Jadeja,Ahmedabad,120,7
577,2022,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,KL Rahul,Ahmedabad,167,4
578,2022,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,MS Dhoni,Mohali,120,5
579,2023,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,Mohali,222,8
580,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,KL Rahul,Kolkata,215,6
581,2021,Mumbai Indians,Gujarat Titans,Mumbai Indians,Virat Kohli,Hyderabad,171,2
582,2018,Punjab Kings,Mumbai Indians,Mumbai Indians,Ravindra Jadeja,Lucknow,232,9
583,2018,Mumbai Indians,Gujarat Titans,Gujarat Titans,Shubman Gill,Hyderabad,168,10
584,2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Hardik Pandya,Ahmedabad,173,8
585,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Andre Russell,Kolkata,236,4
586,2021,Delhi Capitals,Mumbai Indians,Mumbai Indians,Rohit Sharma,Kolkata,133,7
587,2023,Punjab Kings,Rajasthan Royals,Punjab Kings,Rishabh Pant,Mohali,203,7
588,2022,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Mumbai,239,6
589,2022,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Hyderabad,154,9
590,2022,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Andre Russell,Hyderabad,201,8
591,2018,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Rishabh Pant,Lucknow,131,4
592,2022,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Andre Russell,Jaipur,196,7
593,2018,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Shubman Gill,Hyderabad,164,8
594,2020,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Virat Kohli,Lucknow,149,2
595,2023,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Rishabh Pant,Hyderabad,186,5
596,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Virat Kohli,Kolkata,187,10
597,2023,Gujarat Titans,Chennai Super Kings,Gujarat Titans,KL Rahul,Lucknow,170,4
598,2018,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,KL Rahul,Hyderabad,219,6
599,2019,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Virat Kohli,Delhi,124,10
600,2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,MS Dhoni,Bangalore,163,5
601,2018,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,KL Rahul,Mohali,237,10
602,2023,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Virat Kohli,Mumbai,202,4
603,2020,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Andre Russell,Ahmedabad,124,4
604,2018,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,KL Rahul,Hyderabad,191,3
605,2022,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Hardik Pandya,Mohali,231,10
606,2020,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,KL Rahul,Mohali,195,2
607,2019,Gujarat Titans,Rajasthan Royals,Gujarat Titans,KL Rahul,Mohali,208,2
608,2022,Delhi Capitals,Gujarat Titans,Gujarat Titans,Rishabh Pant,Delhi,138,10
609,2022,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Rishabh Pant,Lucknow,164,8
610,2021,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Shubman Gill,Hyderabad,231,8
611,2021,Mumbai Indians,Gujarat Titans,Gujarat Titans,Rohit Sharma,Mohali,173,9
612,2019,Delhi Capitals,Punjab Kings,Delhi Capitals,Rishabh Pant,Bangalore,238,9
613,2020,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Shubman Gill,Mumbai,143,4
614,2020,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Andre Russell,Delhi,202,10
615,2022,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,MS Dhoni,Hyderabad,125,3
616,2018,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Shubman Gill,Ahmedabad,141,6
617,2021,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,MS Dhoni,Delhi,170,10
618,2018,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Virat Kohli,Ahmedabad,180,6
619,2022,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,Jos Buttler,Mohali,171,5
620,2023,Delhi Capitals,Gujarat Titans,Gujarat Titans,KL Rahul,Jaipur,180,7
621,2018,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Shubman Gill,Lucknow,229,2
622,2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,MS Dhoni,Mumbai,211,8
623,2022,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Virat Kohli,Kolkata,231,9
624,2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,KL Rahul,Mumbai,175,10
625,2018,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,Kolkata,155,2
626,2018,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Jos Buttler,Bangalore,160,7
627,2023,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Rohit Sharma,Hyderabad,179,4
628,2021,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Andre Russell,Chennai,167,3
629,2019,Punjab Kings,Mumbai Indians,Mumbai Indians,MS Dhoni,Bangalore,239,4
630,2020,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Mumbai,151,3
631,2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,KL Rahul,Ahmedabad,136,2
632,2023,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Ravindra Jadeja,Jaipur,153,8
633,2020,Chennai Super Kings,Mumbai Indians,Mumbai Indians,KL Rahul,Mohali,236,8
634,2019,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Hardik Pandya,Ahmedabad,169,7
635,2020,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,Jos Buttler,Hyderabad,121,9
636,2018,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,Hardik Pandya,Delhi,236,3
637,2019,Punjab Kings,Gujarat Titans,Punjab Kings,MS Dhoni,Lucknow,160,2
638,2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,Virat Kohli,Delhi,208,2
639,2020,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,MS Dhoni,Chennai,211,2
640,2020,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Ravindra Jadeja,Mumbai,237,7
641,2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Andre Russell,Hyderabad,146,3
642,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rohit Sharma,Lucknow,165,3
643,2019,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Ravindra Jadeja,Bangalore,239,7
644,2020,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,KL Rahul,Bangalore,127,8
645,2022,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,MS Dhoni,Mumbai,129,7
646,2018,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,MS Dhoni,Kolkata,226,8
647,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Rohit Sharma,Jaipur,227,7
648,2018,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Virat Kohli,Bangalore,158,10
649,2022,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,MS Dhoni,Lucknow,202,10
650,2021,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Rohit Sharma,Mumbai,120,6
651,2020,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Rishabh Pant,Lucknow,200,10
652,2018,Delhi Capitals,Mumbai Indians,Delhi Capitals,Andre Russell,Jaipur,125,10
653,2018,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Andre Russell,Lucknow,135,3
654,2020,Rajasthan Royals,Mumbai Indians,Mumbai Indians,MS Dhoni,Bangalore,226,9
655,2019,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,KL Rahul,Ahmedabad,221,9
656,2022,Gujarat Titans,Punjab Kings,Gujarat Titans,Shubman Gill,Bangalore,147,3
657,2021,Punjab Kings,Lucknow Super Giants,Punjab Kings,Jos Buttler,Delhi,163,3
658,2023,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Rishabh Pant,Jaipur,237,4
659,2018,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Ravindra Jadeja,Mumbai,235,8
660,2022,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Rishabh Pant,Kolkata,151,6
661,2021,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Ravindra Jadeja,Chennai,183,10
662,2019,Punjab Kings,Gujarat Titans,Punjab Kings,MS Dhoni,Hyderabad,122,4
663,2018,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Jos Buttler,Delhi,129,6
664,2022,Punjab Kings,Mumbai Indians,Punjab Kings,MS Dhoni,Chennai,128,2
665,2020,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Ravindra Jadeja,Delhi,139,9
666,2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,KL Rahul,Kolkata,156,9
667,2021,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Ravindra Jadeja,Chennai,232,6
668,2018,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Andre Russell,Delhi,145,8
669,2020,Rajasthan Royals,Punjab Kings,Punjab Kings,Virat Kohli,Jaipur,194,4
670,2021,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Andre Russell,Delhi,166,5
671,2021,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,KL Rahul,Jaipur,122,5
672,2018,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Shubman Gill,Bangalore,142,10
673,2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Rishabh Pant,Jaipur,208,10
674,2023,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Andre Russell,Lucknow,166,3
675,2020,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Jos Buttler,Lucknow,124,7
676,2021,Mumbai Indians,Punjab Kings,Punjab Kings,MS Dhoni,Mumbai,208,7
677,2022,Mumbai Indians,Gujarat Titans,Gujarat Titans,Jos Buttler,Mohali,162,9
678,2022,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Shubman Gill,Mohali,121,5
679,2020,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Andre Russell,Kolkata,163,2
680,2022,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Ravindra Jadeja,Chennai,144,3
681,2021,Punjab Kings,Rajasthan Royals,Punjab Kings,MS Dhoni,Mumbai,204,6
682,2021,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Virat Kohli,Mohali,136,2
683,2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Hardik Pandya,Chennai,122,7
684,2018,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Andre Russell,Hyderabad,136,10
685,2020,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Hardik Pandya,Lucknow,215,7
686,2019,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,KL Rahul,Lucknow,179,6
687,2019,Punjab Kings,Rajasthan Royals,Rajasthan Royals,KL Rahul,Delhi,185,7
688,2018,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,MS Dhoni,Lucknow,172,9
689,2022,Gujarat Titans,Mumbai Indians,Gujarat Titans,Rohit Sharma,Hyderabad,147,2
690,2020,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Hyderabad,165,10
691,2018,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Virat Kohli,Jaipur,137,7
692,2023,Mumbai Indians,Delhi Capitals,Delhi Capitals,Ravindra Jadeja,Chennai,221,8
693,2023,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Andre Russell,Lucknow,198,10
694,2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Ravindra Jadeja,Hyderabad,209,10
695,2022,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,MS Dhoni,Chennai,167,2
696,2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,MS Dhoni,Ahmedabad,180,10
697,2022,Gujarat Titans,Delhi Capitals,Gujarat Titans,Ravindra Jadeja,Hyderabad,120,8
698,2023,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Andre Russell,Jaipur,239,7
699,2020,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Andre Russell,Delhi,161,6
700,2021,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Jaipur,146,3
701,2023,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Andre Russell,Hyderabad,166,5
702,2020,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Ravindra Jadeja,Ahmedabad,127,4
703,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,Rishabh Pant,Mohali,169,3
704,2021,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Virat Kohli,Kolkata,236,6
705,2020,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,MS Dhoni,Bangalore,143,6
706,2018,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Rishabh Pant,Delhi,209,4
707,2022,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Virat Kohli,Lucknow,188,5
708,2020,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Rohit Sharma,Chennai,196,9
709,2019,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Ravindra Jadeja,Delhi,224,8
710,2022,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Rishabh Pant,Mumbai,146,9
711,2020,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Ravindra Jadeja,Ahmedabad,157,5
712,2020,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Andre Russell,Lucknow,231,5
713,2021,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Shubman Gill,Bangalore,172,6
714,2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Ravindra Jadeja,Mohali,228,7
715,2023,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Jos Buttler,Jaipur,175,10
716,2023,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Rishabh Pant,Hyderabad,168,2
717,2023,Gujarat Titans,Chennai Super Kings,Gujarat Titans,Virat Kohli,Chennai,214,8
718,2022,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,Andre Russell,Lucknow,168,9
719,2022,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Hyderabad,189,8
720,2020,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Andre Russell,Hyderabad,205,7
721,2018,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Shubman Gill,Chennai,218,7
722,2020,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Andre Russell,Bangalore,169,7
723,2022,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Shubman Gill,Delhi,149,4
724,2022,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,MS Dhoni,Hyderabad,166,7
725,2022,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Shubman Gill,Kolkata,218,7
726,2022,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Andre Russell,Chennai,144,10
727,2020,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Virat Kohli,Jaipur,230,5
728,2023,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,MS Dhoni,Delhi,152,2
729,2018,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Hardik Pandya,Lucknow,182,3
730,2023,Gujarat Titans,Punjab Kings,Gujarat Titans,Virat Kohli,Chennai,236,9
731,2020,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Virat Kohli,Lucknow,182,8
732,2021,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Virat Kohli,Delhi,216,3
733,2020,Mumbai Indians,Gujarat Titans,Gujarat Titans,Hardik Pandya,Hyderabad,159,8
734,2021,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Andre Russell,Mohali,156,10
735,2021,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,MS Dhoni,Bangalore,130,7
736,2019,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,KL Rahul,Chennai,175,3
737,2019,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Ravindra Jadeja,Kolkata,226,8
738,2020,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Jos Buttler,Kolkata,217,6
739,2023,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,MS Dhoni,Lucknow,137,10
740,2022,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Rohit Sharma,Ahmedabad,157,8
741,2019,Rajasthan Royals,Gujarat Titans,Gujarat Titans,Ravindra Jadeja,Mohali,228,3
742,2021,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,Jaipur,160,3
743,2018,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Rohit Sharma,Ahmedabad,182,9
744,2021,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,MS Dhoni,Chennai,150,9
745,2020,Delhi Capitals,Mumbai Indians,Delhi Capitals,Hardik Pandya,Delhi,194,6
746,2022,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Ravindra Jadeja,Hyderabad,130,7
